Periodo,Entidad_Federativa,Sexo,Grupo_edad,Condicion_informalidad,Numero_personas
20200901,Queretaro,Hombre,65 AÑOS Y MAS,Informal,10941
20210301,Queretaro,Hombre,65 AÑOS Y MAS,Informal,10886
20210601,Queretaro,Hombre,65 AÑOS Y MAS,Informal,11590
20210901,Queretaro,Hombre,65 AÑOS Y MAS,Informal,15923
20200301,Queretaro,Hombre,NO ESPECIFICADO,Formal,446
20200901,Queretaro,Hombre,NO ESPECIFICADO,Formal,288
20210301,Queretaro,Hombre,NO ESPECIFICADO,Formal,174
20210601,Queretaro,Hombre,NO ESPECIFICADO,Formal,144
20210901,Queretaro,Hombre,NO ESPECIFICADO,Formal,144
20200301,Queretaro,Hombre,NO ESPECIFICADO,Informal,437
20200901,Queretaro,Hombre,NO ESPECIFICADO,Informal,818
20210301,Queretaro,Hombre,NO ESPECIFICADO,Informal,379
20210601,Queretaro,Hombre,NO ESPECIFICADO,Informal,372
20200301,Queretaro,Mujer,15 A 24 AÑOS,Formal,29701
20200901,Queretaro,Mujer,15 A 24 AÑOS,Formal,29958
20210301,Queretaro,Mujer,15 A 24 AÑOS,Formal,30764
20210601,Queretaro,Mujer,15 A 24 AÑOS,Formal,34706
20210901,Queretaro,Mujer,15 A 24 AÑOS,Formal,34378
20200301,Queretaro,Mujer,15 A 24 AÑOS,Informal,35531
20200901,Queretaro,Mujer,15 A 24 AÑOS,Informal,27693
20210301,Queretaro,Mujer,15 A 24 AÑOS,Informal,28902
20210601,Queretaro,Mujer,15 A 24 AÑOS,Informal,30499
20210901,Queretaro,Mujer,15 A 24 AÑOS,Informal,37330
20200301,Queretaro,Mujer,25 A 44 AÑOS,Formal,121021
20200901,Queretaro,Mujer,25 A 44 AÑOS,Formal,111441
20210301,Queretaro,Mujer,25 A 44 AÑOS,Formal,112607
20210601,Queretaro,Mujer,25 A 44 AÑOS,Formal,118012
20210901,Queretaro,Mujer,25 A 44 AÑOS,Formal,126739
20200301,Queretaro,Mujer,25 A 44 AÑOS,Informal,70785
20200901,Queretaro,Mujer,25 A 44 AÑOS,Informal,63710
20210301,Queretaro,Mujer,25 A 44 AÑOS,Informal,64976
20210601,Queretaro,Mujer,25 A 44 AÑOS,Informal,77816
20210901,Queretaro,Mujer,25 A 44 AÑOS,Informal,76499
20200301,Queretaro,Mujer,45 A 64 AÑOS,Formal,66491
20200901,Queretaro,Mujer,45 A 64 AÑOS,Formal,63526
20210301,Queretaro,Mujer,45 A 64 AÑOS,Formal,58823
20210601,Queretaro,Mujer,45 A 64 AÑOS,Formal,62231
20210901,Queretaro,Mujer,45 A 64 AÑOS,Formal,60461
20200301,Queretaro,Mujer,45 A 64 AÑOS,Informal,54070
20200901,Queretaro,Mujer,45 A 64 AÑOS,Informal,45301
20210301,Queretaro,Mujer,45 A 64 AÑOS,Informal,48616
20210601,Queretaro,Mujer,45 A 64 AÑOS,Informal,55715
20210901,Queretaro,Mujer,45 A 64 AÑOS,Informal,56770
20200301,Queretaro,Mujer,65 AÑOS Y MAS,Formal,4076
20200901,Queretaro,Mujer,65 AÑOS Y MAS,Formal,2631
20210301,Queretaro,Mujer,65 AÑOS Y MAS,Formal,3722
20210601,Queretaro,Mujer,65 AÑOS Y MAS,Formal,3893
20210901,Queretaro,Mujer,65 AÑOS Y MAS,Formal,3567
20200301,Queretaro,Mujer,65 AÑOS Y MAS,Informal,7138
20200901,Queretaro,Mujer,65 AÑOS Y MAS,Informal,8154
20210301,Queretaro,Mujer,65 AÑOS Y MAS,Informal,6247
20210601,Queretaro,Mujer,65 AÑOS Y MAS,Informal,9135
20210901,Queretaro,Mujer,65 AÑOS Y MAS,Informal,9298
20200301,Queretaro,Mujer,NO ESPECIFICADO,Formal,1056
20200901,Queretaro,Mujer,NO ESPECIFICADO,Formal,230
20210301,Queretaro,Mujer,NO ESPECIFICADO,Formal,198
20210601,Queretaro,Mujer,NO ESPECIFICADO,Formal,293
20210901,Queretaro,Mujer,NO ESPECIFICADO,Formal,144
20200301,Queretaro,Mujer,NO ESPECIFICADO,Informal,284
20200901,Queretaro,Mujer,NO ESPECIFICADO,Informal,1021
20210901,Queretaro,Mujer,NO ESPECIFICADO,Informal,229
20200301,Quintana Roo,Hombre,15 A 24 AÑOS,Formal,36993
20200901,Quintana Roo,Hombre,15 A 24 AÑOS,Formal,30492
20210301,Quintana Roo,Hombre,15 A 24 AÑOS,Formal,39419
20210601,Quintana Roo,Hombre,15 A 24 AÑOS,Formal,37157
20210901,Quintana Roo,Hombre,15 A 24 AÑOS,Formal,40121
20200301,Quintana Roo,Hombre,15 A 24 AÑOS,Informal,52578
20200901,Quintana Roo,Hombre,15 A 24 AÑOS,Informal,45084
20210301,Quintana Roo,Hombre,15 A 24 AÑOS,Informal,51134
20210601,Quintana Roo,Hombre,15 A 24 AÑOS,Informal,56730
20210901,Quintana Roo,Hombre,15 A 24 AÑOS,Informal,50630
20200301,Quintana Roo,Hombre,25 A 44 AÑOS,Formal,157441
20200901,Quintana Roo,Hombre,25 A 44 AÑOS,Formal,125089
20210301,Quintana Roo,Hombre,25 A 44 AÑOS,Formal,139060
20210601,Quintana Roo,Hombre,25 A 44 AÑOS,Formal,146309
20210901,Quintana Roo,Hombre,25 A 44 AÑOS,Formal,162128
20200301,Quintana Roo,Hombre,25 A 44 AÑOS,Informal,104577
20200901,Quintana Roo,Hombre,25 A 44 AÑOS,Informal,98959
20210301,Quintana Roo,Hombre,25 A 44 AÑOS,Informal,114758
20210601,Quintana Roo,Hombre,25 A 44 AÑOS,Informal,113878
20210901,Quintana Roo,Hombre,25 A 44 AÑOS,Informal,111039
20200301,Quintana Roo,Hombre,45 A 64 AÑOS,Formal,97158
20200901,Quintana Roo,Hombre,45 A 64 AÑOS,Formal,83568
20210301,Quintana Roo,Hombre,45 A 64 AÑOS,Formal,87691
20210601,Quintana Roo,Hombre,45 A 64 AÑOS,Formal,90072
20210901,Quintana Roo,Hombre,45 A 64 AÑOS,Formal,93318
20200301,Quintana Roo,Hombre,45 A 64 AÑOS,Informal,78206
20200901,Quintana Roo,Hombre,45 A 64 AÑOS,Informal,63277
20210301,Quintana Roo,Hombre,45 A 64 AÑOS,Informal,73314
20210601,Quintana Roo,Hombre,45 A 64 AÑOS,Informal,79902
20210901,Quintana Roo,Hombre,45 A 64 AÑOS,Informal,80935
20200301,Quintana Roo,Hombre,65 AÑOS Y MAS,Formal,5572
20200901,Quintana Roo,Hombre,65 AÑOS Y MAS,Formal,3553
20210301,Quintana Roo,Hombre,65 AÑOS Y MAS,Formal,4728
20210601,Quintana Roo,Hombre,65 AÑOS Y MAS,Formal,5117
20210901,Quintana Roo,Hombre,65 AÑOS Y MAS,Formal,4708
20200301,Quintana Roo,Hombre,65 AÑOS Y MAS,Informal,14933
20200901,Quintana Roo,Hombre,65 AÑOS Y MAS,Informal,9622
20210301,Quintana Roo,Hombre,65 AÑOS Y MAS,Informal,15814
20210601,Quintana Roo,Hombre,65 AÑOS Y MAS,Informal,15826
20210901,Quintana Roo,Hombre,65 AÑOS Y MAS,Informal,15609
20200301,Quintana Roo,Hombre,NO ESPECIFICADO,Formal,3691
20200901,Quintana Roo,Hombre,NO ESPECIFICADO,Formal,2272
20210301,Quintana Roo,Hombre,NO ESPECIFICADO,Formal,1744
20210601,Quintana Roo,Hombre,NO ESPECIFICADO,Formal,2574
20210901,Quintana Roo,Hombre,NO ESPECIFICADO,Formal,776
20200301,Quintana Roo,Hombre,NO ESPECIFICADO,Informal,273
20200901,Quintana Roo,Hombre,NO ESPECIFICADO,Informal,1003
20210301,Quintana Roo,Hombre,NO ESPECIFICADO,Informal,1636
20210601,Quintana Roo,Hombre,NO ESPECIFICADO,Informal,1162
20210901,Quintana Roo,Hombre,NO ESPECIFICADO,Informal,104
20200301,Quintana Roo,Mujer,15 A 24 AÑOS,Formal,25713
20200901,Quintana Roo,Mujer,15 A 24 AÑOS,Formal,17452
20210301,Quintana Roo,Mujer,15 A 24 AÑOS,Formal,20602
20210601,Quintana Roo,Mujer,15 A 24 AÑOS,Formal,22248
20210901,Quintana Roo,Mujer,15 A 24 AÑOS,Formal,21210
20200301,Quintana Roo,Mujer,15 A 24 AÑOS,Informal,29219
20200901,Quintana Roo,Mujer,15 A 24 AÑOS,Informal,24388
20210301,Quintana Roo,Mujer,15 A 24 AÑOS,Informal,29844
20210601,Quintana Roo,Mujer,15 A 24 AÑOS,Informal,25532
20210901,Quintana Roo,Mujer,15 A 24 AÑOS,Informal,25353
20200301,Quintana Roo,Mujer,25 A 44 AÑOS,Formal,106591
20200901,Quintana Roo,Mujer,25 A 44 AÑOS,Formal,86522
20210301,Quintana Roo,Mujer,25 A 44 AÑOS,Formal,87662
20210601,Quintana Roo,Mujer,25 A 44 AÑOS,Formal,85461
20210901,Quintana Roo,Mujer,25 A 44 AÑOS,Formal,106553
20200301,Quintana Roo,Mujer,25 A 44 AÑOS,Informal,78163
20200901,Quintana Roo,Mujer,25 A 44 AÑOS,Informal,60116
20210301,Quintana Roo,Mujer,25 A 44 AÑOS,Informal,76349
20210601,Quintana Roo,Mujer,25 A 44 AÑOS,Informal,74311
20210901,Quintana Roo,Mujer,25 A 44 AÑOS,Informal,71554
20200301,Quintana Roo,Mujer,45 A 64 AÑOS,Formal,47256
20200901,Quintana Roo,Mujer,45 A 64 AÑOS,Formal,41208
20210301,Quintana Roo,Mujer,45 A 64 AÑOS,Formal,45622
20210601,Quintana Roo,Mujer,45 A 64 AÑOS,Formal,43688
20210901,Quintana Roo,Mujer,45 A 64 AÑOS,Formal,42666
20200301,Quintana Roo,Mujer,45 A 64 AÑOS,Informal,49682
20200901,Quintana Roo,Mujer,45 A 64 AÑOS,Informal,42169
20210301,Quintana Roo,Mujer,45 A 64 AÑOS,Informal,45263
20210601,Quintana Roo,Mujer,45 A 64 AÑOS,Informal,53251
20210901,Quintana Roo,Mujer,45 A 64 AÑOS,Informal,51040
20200301,Quintana Roo,Mujer,65 AÑOS Y MAS,Formal,2197
20200901,Quintana Roo,Mujer,65 AÑOS Y MAS,Formal,1821
20210301,Quintana Roo,Mujer,65 AÑOS Y MAS,Formal,2183
20210601,Quintana Roo,Mujer,65 AÑOS Y MAS,Formal,2378
20210901,Quintana Roo,Mujer,65 AÑOS Y MAS,Formal,2627
20200301,Quintana Roo,Mujer,65 AÑOS Y MAS,Informal,3609
20200901,Quintana Roo,Mujer,65 AÑOS Y MAS,Informal,3355
20210301,Quintana Roo,Mujer,65 AÑOS Y MAS,Informal,5923
20210601,Quintana Roo,Mujer,65 AÑOS Y MAS,Informal,7404
20210901,Quintana Roo,Mujer,65 AÑOS Y MAS,Informal,5988
20200301,Quintana Roo,Mujer,NO ESPECIFICADO,Formal,1058
20200901,Quintana Roo,Mujer,NO ESPECIFICADO,Formal,614
20210301,Quintana Roo,Mujer,NO ESPECIFICADO,Formal,538
20210601,Quintana Roo,Mujer,NO ESPECIFICADO,Formal,247
20210901,Quintana Roo,Mujer,NO ESPECIFICADO,Formal,342
20200301,Quintana Roo,Mujer,NO ESPECIFICADO,Informal,548
20200901,Quintana Roo,Mujer,NO ESPECIFICADO,Informal,48
20210301,Quintana Roo,Mujer,NO ESPECIFICADO,Informal,338
20210601,Quintana Roo,Mujer,NO ESPECIFICADO,Informal,242
20210901,Quintana Roo,Mujer,NO ESPECIFICADO,Informal,165
20200301,San Luis Potosí,Hombre,15 A 24 AÑOS,Formal,48628
20200901,San Luis Potosí,Hombre,15 A 24 AÑOS,Formal,43155
20210301,San Luis Potosí,Hombre,15 A 24 AÑOS,Formal,43564
20210601,San Luis Potosí,Hombre,15 A 24 AÑOS,Formal,40201
20210901,San Luis Potosí,Hombre,15 A 24 AÑOS,Formal,43154
20200301,San Luis Potosí,Hombre,15 A 24 AÑOS,Informal,92222
20200901,San Luis Potosí,Hombre,15 A 24 AÑOS,Informal,97962
20210301,San Luis Potosí,Hombre,15 A 24 AÑOS,Informal,88244
20210601,San Luis Potosí,Hombre,15 A 24 AÑOS,Informal,107048
20210901,San Luis Potosí,Hombre,15 A 24 AÑOS,Informal,93199
20200301,San Luis Potosí,Hombre,25 A 44 AÑOS,Formal,163676
20200901,San Luis Potosí,Hombre,25 A 44 AÑOS,Formal,172202
20210301,San Luis Potosí,Hombre,25 A 44 AÑOS,Formal,162527
20210601,San Luis Potosí,Hombre,25 A 44 AÑOS,Formal,147920
20210901,San Luis Potosí,Hombre,25 A 44 AÑOS,Formal,161340
20200301,San Luis Potosí,Hombre,25 A 44 AÑOS,Informal,150359
20200901,San Luis Potosí,Hombre,25 A 44 AÑOS,Informal,136578
20210301,San Luis Potosí,Hombre,25 A 44 AÑOS,Informal,136906
20210601,San Luis Potosí,Hombre,25 A 44 AÑOS,Informal,160242
20210901,San Luis Potosí,Hombre,25 A 44 AÑOS,Informal,167114
20200301,San Luis Potosí,Hombre,45 A 64 AÑOS,Formal,115565
20200901,San Luis Potosí,Hombre,45 A 64 AÑOS,Formal,100734
20210301,San Luis Potosí,Hombre,45 A 64 AÑOS,Formal,122718
20210601,San Luis Potosí,Hombre,45 A 64 AÑOS,Formal,114268
20210901,San Luis Potosí,Hombre,45 A 64 AÑOS,Formal,95710
20200301,San Luis Potosí,Hombre,45 A 64 AÑOS,Informal,120255
20200901,San Luis Potosí,Hombre,45 A 64 AÑOS,Informal,120913
20210301,San Luis Potosí,Hombre,45 A 64 AÑOS,Informal,113332
20210601,San Luis Potosí,Hombre,45 A 64 AÑOS,Informal,130174
20210901,San Luis Potosí,Hombre,45 A 64 AÑOS,Informal,124626
20200301,San Luis Potosí,Hombre,65 AÑOS Y MAS,Formal,13746
20200901,San Luis Potosí,Hombre,65 AÑOS Y MAS,Formal,12457
20210301,San Luis Potosí,Hombre,65 AÑOS Y MAS,Formal,14194
20210601,San Luis Potosí,Hombre,65 AÑOS Y MAS,Formal,11837
20210901,San Luis Potosí,Hombre,65 AÑOS Y MAS,Formal,11957
20200301,San Luis Potosí,Hombre,65 AÑOS Y MAS,Informal,48149
20200901,San Luis Potosí,Hombre,65 AÑOS Y MAS,Informal,49572
20210301,San Luis Potosí,Hombre,65 AÑOS Y MAS,Informal,37870
20210601,San Luis Potosí,Hombre,65 AÑOS Y MAS,Informal,42916
20210901,San Luis Potosí,Hombre,65 AÑOS Y MAS,Informal,51776
20200301,San Luis Potosí,Hombre,NO ESPECIFICADO,Formal,752
20200901,San Luis Potosí,Hombre,NO ESPECIFICADO,Formal,543
20210301,San Luis Potosí,Hombre,NO ESPECIFICADO,Formal,463
20210601,San Luis Potosí,Hombre,NO ESPECIFICADO,Formal,767
20210901,San Luis Potosí,Hombre,NO ESPECIFICADO,Formal,471
20200301,San Luis Potosí,Hombre,NO ESPECIFICADO,Informal,907
20200901,San Luis Potosí,Hombre,NO ESPECIFICADO,Informal,689
20210301,San Luis Potosí,Hombre,NO ESPECIFICADO,Informal,1271
20210601,San Luis Potosí,Hombre,NO ESPECIFICADO,Informal,1784
20210901,San Luis Potosí,Hombre,NO ESPECIFICADO,Informal,1429
20200301,San Luis Potosí,Mujer,15 A 24 AÑOS,Formal,28441
20200901,San Luis Potosí,Mujer,15 A 24 AÑOS,Formal,21635
20210301,San Luis Potosí,Mujer,15 A 24 AÑOS,Formal,33682
20210601,San Luis Potosí,Mujer,15 A 24 AÑOS,Formal,21844
20210901,San Luis Potosí,Mujer,15 A 24 AÑOS,Formal,31846
20200301,San Luis Potosí,Mujer,15 A 24 AÑOS,Informal,56015
20200901,San Luis Potosí,Mujer,15 A 24 AÑOS,Informal,48328
20210301,San Luis Potosí,Mujer,15 A 24 AÑOS,Informal,51852
20210601,San Luis Potosí,Mujer,15 A 24 AÑOS,Informal,63663
20210901,San Luis Potosí,Mujer,15 A 24 AÑOS,Informal,61817
20200301,San Luis Potosí,Mujer,25 A 44 AÑOS,Formal,119631
20200901,San Luis Potosí,Mujer,25 A 44 AÑOS,Formal,109517
20210301,San Luis Potosí,Mujer,25 A 44 AÑOS,Formal,130440
20210601,San Luis Potosí,Mujer,25 A 44 AÑOS,Formal,117311
20210901,San Luis Potosí,Mujer,25 A 44 AÑOS,Formal,123294
20200301,San Luis Potosí,Mujer,25 A 44 AÑOS,Informal,92236
20200901,San Luis Potosí,Mujer,25 A 44 AÑOS,Informal,86118
20210301,San Luis Potosí,Mujer,25 A 44 AÑOS,Informal,106046
20210601,San Luis Potosí,Mujer,25 A 44 AÑOS,Informal,112308
20210901,San Luis Potosí,Mujer,25 A 44 AÑOS,Informal,117789
20200301,San Luis Potosí,Mujer,45 A 64 AÑOS,Formal,62915
20200901,San Luis Potosí,Mujer,45 A 64 AÑOS,Formal,71545
20210301,San Luis Potosí,Mujer,45 A 64 AÑOS,Formal,70551
20210601,San Luis Potosí,Mujer,45 A 64 AÑOS,Formal,59655
20210901,San Luis Potosí,Mujer,45 A 64 AÑOS,Formal,62919
20200301,San Luis Potosí,Mujer,45 A 64 AÑOS,Informal,84483
20200901,San Luis Potosí,Mujer,45 A 64 AÑOS,Informal,73254
20210301,San Luis Potosí,Mujer,45 A 64 AÑOS,Informal,67810
20210601,San Luis Potosí,Mujer,45 A 64 AÑOS,Informal,89306
20210901,San Luis Potosí,Mujer,45 A 64 AÑOS,Informal,88714
20200301,San Luis Potosí,Mujer,65 AÑOS Y MAS,Formal,2771
20200901,San Luis Potosí,Mujer,65 AÑOS Y MAS,Formal,3283
20210301,San Luis Potosí,Mujer,65 AÑOS Y MAS,Formal,2961
20210601,San Luis Potosí,Mujer,65 AÑOS Y MAS,Formal,4694
20210901,San Luis Potosí,Mujer,65 AÑOS Y MAS,Formal,3203
20200301,San Luis Potosí,Mujer,65 AÑOS Y MAS,Informal,20151
20200901,San Luis Potosí,Mujer,65 AÑOS Y MAS,Informal,14919
20210301,San Luis Potosí,Mujer,65 AÑOS Y MAS,Informal,10457
20210601,San Luis Potosí,Mujer,65 AÑOS Y MAS,Informal,18038
20210901,San Luis Potosí,Mujer,65 AÑOS Y MAS,Informal,15563
20200301,San Luis Potosí,Mujer,NO ESPECIFICADO,Formal,1262
20200901,San Luis Potosí,Mujer,NO ESPECIFICADO,Formal,338
20210301,San Luis Potosí,Mujer,NO ESPECIFICADO,Formal,449
20210601,San Luis Potosí,Mujer,NO ESPECIFICADO,Formal,338
20210901,San Luis Potosí,Mujer,NO ESPECIFICADO,Formal,207
20200301,San Luis Potosí,Mujer,NO ESPECIFICADO,Informal,666
20200901,San Luis Potosí,Mujer,NO ESPECIFICADO,Informal,576
20210301,San Luis Potosí,Mujer,NO ESPECIFICADO,Informal,408
20210601,San Luis Potosí,Mujer,NO ESPECIFICADO,Informal,615
20210901,San Luis Potosí,Mujer,NO ESPECIFICADO,Informal,559
20200301,Sinaloa,Hombre,15 A 24 AÑOS,Formal,52158
20200901,Sinaloa,Hombre,15 A 24 AÑOS,Formal,38901
20210301,Sinaloa,Hombre,15 A 24 AÑOS,Formal,50722
20210601,Sinaloa,Hombre,15 A 24 AÑOS,Formal,61430
20210901,Sinaloa,Hombre,15 A 24 AÑOS,Formal,54655
20200301,Sinaloa,Hombre,15 A 24 AÑOS,Informal,79366
20200901,Sinaloa,Hombre,15 A 24 AÑOS,Informal,72820
20210301,Sinaloa,Hombre,15 A 24 AÑOS,Informal,89544
20210601,Sinaloa,Hombre,15 A 24 AÑOS,Informal,77923
20210901,Sinaloa,Hombre,15 A 24 AÑOS,Informal,81772
20200301,Sinaloa,Hombre,25 A 44 AÑOS,Formal,198640
20200901,Sinaloa,Hombre,25 A 44 AÑOS,Formal,195656
20210301,Sinaloa,Hombre,25 A 44 AÑOS,Formal,204926
20210601,Sinaloa,Hombre,25 A 44 AÑOS,Formal,206181
20210901,Sinaloa,Hombre,25 A 44 AÑOS,Formal,191603
20200301,Sinaloa,Hombre,25 A 44 AÑOS,Informal,167991
20200901,Sinaloa,Hombre,25 A 44 AÑOS,Informal,169142
20210301,Sinaloa,Hombre,25 A 44 AÑOS,Informal,173989
20210601,Sinaloa,Hombre,25 A 44 AÑOS,Informal,167917
20210901,Sinaloa,Hombre,25 A 44 AÑOS,Informal,138428
20200301,Sinaloa,Hombre,45 A 64 AÑOS,Formal,136644
20200901,Sinaloa,Hombre,45 A 64 AÑOS,Formal,114674
20210301,Sinaloa,Hombre,45 A 64 AÑOS,Formal,136052
20210601,Sinaloa,Hombre,45 A 64 AÑOS,Formal,148426
20210901,Sinaloa,Hombre,45 A 64 AÑOS,Formal,146219
20200301,Sinaloa,Hombre,45 A 64 AÑOS,Informal,139296
20200901,Sinaloa,Hombre,45 A 64 AÑOS,Informal,102269
20210301,Sinaloa,Hombre,45 A 64 AÑOS,Informal,109396
20210601,Sinaloa,Hombre,45 A 64 AÑOS,Informal,112176
20210901,Sinaloa,Hombre,45 A 64 AÑOS,Informal,128850
20200301,Sinaloa,Hombre,65 AÑOS Y MAS,Formal,11900
20200901,Sinaloa,Hombre,65 AÑOS Y MAS,Formal,13076
20210301,Sinaloa,Hombre,65 AÑOS Y MAS,Formal,17818
20210601,Sinaloa,Hombre,65 AÑOS Y MAS,Formal,18079
20210901,Sinaloa,Hombre,65 AÑOS Y MAS,Formal,16416
20200301,Sinaloa,Hombre,65 AÑOS Y MAS,Informal,34440
20200901,Sinaloa,Hombre,65 AÑOS Y MAS,Informal,21187
20210301,Sinaloa,Hombre,65 AÑOS Y MAS,Informal,34021
20210601,Sinaloa,Hombre,65 AÑOS Y MAS,Informal,31505
20210901,Sinaloa,Hombre,65 AÑOS Y MAS,Informal,31391
20200301,Sinaloa,Hombre,NO ESPECIFICADO,Informal,961
20200301,Sinaloa,Mujer,15 A 24 AÑOS,Formal,39962
20200901,Sinaloa,Mujer,15 A 24 AÑOS,Formal,26881
20210301,Sinaloa,Mujer,15 A 24 AÑOS,Formal,28884
20210601,Sinaloa,Mujer,15 A 24 AÑOS,Formal,27160
20210901,Sinaloa,Mujer,15 A 24 AÑOS,Formal,38029
20200301,Sinaloa,Mujer,15 A 24 AÑOS,Informal,47598
20200901,Sinaloa,Mujer,15 A 24 AÑOS,Informal,18803
20210301,Sinaloa,Mujer,15 A 24 AÑOS,Informal,41497
20210601,Sinaloa,Mujer,15 A 24 AÑOS,Informal,39602
20210901,Sinaloa,Mujer,15 A 24 AÑOS,Informal,57956
20200301,Sinaloa,Mujer,25 A 44 AÑOS,Formal,150564
20200901,Sinaloa,Mujer,25 A 44 AÑOS,Formal,159640
20210301,Sinaloa,Mujer,25 A 44 AÑOS,Formal,154799
20210601,Sinaloa,Mujer,25 A 44 AÑOS,Formal,147510
20210901,Sinaloa,Mujer,25 A 44 AÑOS,Formal,135356
20200301,Sinaloa,Mujer,25 A 44 AÑOS,Informal,105268
20200901,Sinaloa,Mujer,25 A 44 AÑOS,Informal,75013
20210301,Sinaloa,Mujer,25 A 44 AÑOS,Informal,101810
20210601,Sinaloa,Mujer,25 A 44 AÑOS,Informal,102632
20210901,Sinaloa,Mujer,25 A 44 AÑOS,Informal,90700
20200301,Sinaloa,Mujer,45 A 64 AÑOS,Formal,89485
20200901,Sinaloa,Mujer,45 A 64 AÑOS,Formal,95533
20210301,Sinaloa,Mujer,45 A 64 AÑOS,Formal,92751
20210601,Sinaloa,Mujer,45 A 64 AÑOS,Formal,90809
20210901,Sinaloa,Mujer,45 A 64 AÑOS,Formal,89975
20200301,Sinaloa,Mujer,45 A 64 AÑOS,Informal,91529
20200901,Sinaloa,Mujer,45 A 64 AÑOS,Informal,63345
20210301,Sinaloa,Mujer,45 A 64 AÑOS,Informal,69407
20210601,Sinaloa,Mujer,45 A 64 AÑOS,Informal,86825
20210901,Sinaloa,Mujer,45 A 64 AÑOS,Informal,86597
20200301,Sinaloa,Mujer,65 AÑOS Y MAS,Formal,3728
20200901,Sinaloa,Mujer,65 AÑOS Y MAS,Formal,523
20210301,Sinaloa,Mujer,65 AÑOS Y MAS,Formal,2115
20210601,Sinaloa,Mujer,65 AÑOS Y MAS,Formal,4149
20210901,Sinaloa,Mujer,65 AÑOS Y MAS,Formal,5094
20200301,Sinaloa,Mujer,65 AÑOS Y MAS,Informal,16633
20200901,Sinaloa,Mujer,65 AÑOS Y MAS,Informal,6217
20210301,Sinaloa,Mujer,65 AÑOS Y MAS,Informal,7540
20210601,Sinaloa,Mujer,65 AÑOS Y MAS,Informal,10627
20210901,Sinaloa,Mujer,65 AÑOS Y MAS,Informal,14853
20200301,Sonora,Hombre,15 A 24 AÑOS,Formal,56466
20200901,Sonora,Hombre,15 A 24 AÑOS,Formal,61114
20210301,Sonora,Hombre,15 A 24 AÑOS,Formal,40858
20210601,Sonora,Hombre,15 A 24 AÑOS,Formal,63016
20210901,Sonora,Hombre,15 A 24 AÑOS,Formal,68814
20200301,Sonora,Hombre,15 A 24 AÑOS,Informal,85439
20200901,Sonora,Hombre,15 A 24 AÑOS,Informal,58512
20210301,Sonora,Hombre,15 A 24 AÑOS,Informal,77748
20210601,Sonora,Hombre,15 A 24 AÑOS,Informal,90755
20210901,Sonora,Hombre,15 A 24 AÑOS,Informal,76971
20200301,Sonora,Hombre,25 A 44 AÑOS,Formal,225615
20200901,Sonora,Hombre,25 A 44 AÑOS,Formal,216539
20210301,Sonora,Hombre,25 A 44 AÑOS,Formal,236433
20210601,Sonora,Hombre,25 A 44 AÑOS,Formal,234530
20210901,Sonora,Hombre,25 A 44 AÑOS,Formal,232139
20200301,Sonora,Hombre,25 A 44 AÑOS,Informal,132086
20200901,Sonora,Hombre,25 A 44 AÑOS,Informal,114327
20210301,Sonora,Hombre,25 A 44 AÑOS,Informal,105799
20210601,Sonora,Hombre,25 A 44 AÑOS,Informal,121772
20210901,Sonora,Hombre,25 A 44 AÑOS,Informal,121552
20200301,Sonora,Hombre,45 A 64 AÑOS,Formal,154673
20200901,Sonora,Hombre,45 A 64 AÑOS,Formal,130039
20210301,Sonora,Hombre,45 A 64 AÑOS,Formal,149620
20210601,Sonora,Hombre,45 A 64 AÑOS,Formal,143475
20210901,Sonora,Hombre,45 A 64 AÑOS,Formal,166244
20200301,Sonora,Hombre,45 A 64 AÑOS,Informal,123009
20200901,Sonora,Hombre,45 A 64 AÑOS,Informal,103327
20210301,Sonora,Hombre,45 A 64 AÑOS,Informal,114127
20210601,Sonora,Hombre,45 A 64 AÑOS,Informal,110622
20210901,Sonora,Hombre,45 A 64 AÑOS,Informal,114786
20200301,Sonora,Hombre,65 AÑOS Y MAS,Formal,12728
20200901,Sonora,Hombre,65 AÑOS Y MAS,Formal,11364
20210301,Sonora,Hombre,65 AÑOS Y MAS,Formal,17666
20210601,Sonora,Hombre,65 AÑOS Y MAS,Formal,18395
20210901,Sonora,Hombre,65 AÑOS Y MAS,Formal,11834
20200301,Sonora,Hombre,65 AÑOS Y MAS,Informal,27637
20200901,Sonora,Hombre,65 AÑOS Y MAS,Informal,24375
20210301,Sonora,Hombre,65 AÑOS Y MAS,Informal,31047
20210601,Sonora,Hombre,65 AÑOS Y MAS,Informal,22280
20210901,Sonora,Hombre,65 AÑOS Y MAS,Informal,20307
20200301,Sonora,Hombre,NO ESPECIFICADO,Formal,285
20210301,Sonora,Hombre,NO ESPECIFICADO,Formal,124
20210601,Sonora,Hombre,NO ESPECIFICADO,Formal,1195
20210901,Sonora,Hombre,NO ESPECIFICADO,Formal,394
20200301,Sonora,Mujer,15 A 24 AÑOS,Formal,46878
20200901,Sonora,Mujer,15 A 24 AÑOS,Formal,32900
20210301,Sonora,Mujer,15 A 24 AÑOS,Formal,41105
20210601,Sonora,Mujer,15 A 24 AÑOS,Formal,43536
20210901,Sonora,Mujer,15 A 24 AÑOS,Formal,47523
20200301,Sonora,Mujer,15 A 24 AÑOS,Informal,39001
20200901,Sonora,Mujer,15 A 24 AÑOS,Informal,33042
